msg_id,tag,agg_labels,db_labels,km_labels
<200612171739.kBHHdKx9030651@m1.plainsmantire.com>,Phish,5,-1,27
<20061217234915.E545B6FA1C1@mail.example.org>,Phish,43,-1,24
<USER-Q1T1MVWJYYI0xX000003e1@user-q1t1mvwjyy>,Phish,4,-1,34
<USER-Q1T1MVWJYYI0xX000003e1@user-q1t1mvwjyy>,Phish,4,-1,34
<1166453494.21148.qmail@paypal.com>,Phish,15,-1,49
<QOIRCMPVURLCIWUZWNLKJWKBM@comcast.net>,Phish,18,21,21
<PGBZFANKXBMXUWARNVZDHTSRE@comcast.net>,Phish,6,6,51
<20061218182256.4C2F2131FCD4@mail.example.org>,Phish,13,-1,15
<OYZHPKHZOLUTGHQNOUNSFOKMO@verizon.net>,Phish,18,-1,21
<OAE-S3abjKoMFYsDSzh00007bd3@OAE-S3.Oceanairent.com>,Phish,6,6,52
<20061219032117.03EC06FA1A8@mail.example.org>,Phish,32,-1,11
<1166489317.42200.qmail@bankofamerica.com>,Phish,4,-1,46
<8B3D5F9A.1240775@c2i.net>,Phish,4,-1,26
<DCAF8D6A.2476929@nisursystems.com>,Phish,4,-1,26
<FMTP-FTPk3sxrDJaqez00001745@fmtp-ftp.fmtool.com>,Phish,5,-1,27
<E1Gwnsw-00062S-9t@eserverz.de>,Phish,4,-1,44
<200612200201.kBK21H5A016550@hyper.simplecom.net>,Phish,0,26,40
<LCLRNVODEIGBHOUTRESJSEYYO@comcast.net>,Phish,6,6,52
<SERVERDQLGJZGT9KP4v00000879@server.ul-com.local>,Phish,0,26,40
<XFFKAPASACJTEXQPVBKBHT@msn.com>,Phish,6,6,52
<20061221101340.6FB82136D17@S80473.unwirepark.com>,Phish,5,8,50
<PZWPCSSFGVOZJEFQUQBCZJCH@earthlink.net>,Phish,18,23,16
<NLPAAKRTLQBTIUXDPVYQTQR@comcast.net>,Phish,6,6,52
<E1GxnvD-00035n-FS@server2.mandevco.com>,Phish,16,2,49
<200612240627750.SM01152@User>,Phish,6,6,51
<BEATRIXBtbuJX3XTmLc000002c8@beatrix>,Phish,4,-1,44
<20061225100324.B589D131FE3B@mail.example.org>,Phish,4,-1,44
<MAIL-SERVERy8VBDUfd000011e9@mail-server.LBR.com>,Phish,6,6,51
<200612261637570.SM02244@User>,Phish,6,6,51
<DAMN2JZZJfwTXSRdZqo00000953@damn>,Phish,4,-1,26
<DAMN2JZZJfwTXSRdZqo00000953@damn>,Phish,4,-1,26
<20061227192907.1B2BB6FA1A8@mail.example.org>,Phish,43,-1,24
<AMGSERVER01XEnSxHnY000023a9@AMGServer01.amg.local>,Phish,4,-1,44
<200612282155.kBSLtUo2012145@nlpi015.sbcis.sbc.com>,Phish,5,8,50
<200612300138.kBU1cU5U025725@kingdom.int>,Phish,4,-1,46
<20061229144720.D551580EC5@kohgiken.co.jp>,Phish,14,-1,17
<NTMAILhAssGzeKkWGP6000012b3@ntmail.kunjang.ac.kr>,Phish,6,6,51
<XSAKULIJAZYZEECMBMJKOPKVY@yahoo.com>,Phish,6,6,51
<200612292026875.SM01540@User>,Phish,6,6,51
<AEIWOMTVRPFHKNKDUGZS@yahoo.com>,Phish,6,6,51
<754826147.47108@account@paypal.com>,Phish,16,11,49
<@msn.com>,Phish,4,27,26
<@verizon.net>,Phish,4,-1,26
<@verizon.net>,Phish,4,-1,26
<LYOGUWBSSEDEZFVFQMLG@comcast.net>,Phish,6,6,51
<200612312019.kBVKJ8Xh003551@webazart.azz.ru>,Phish,15,-1,2
<TRGWKYBEAPUTHWKRYKLWYKCE@yahoo.com>,Phish,6,6,51
<200701011850937.SM01292@User>,Phish,6,6,51
<SAVRELAY2EUQwFuLH4F0000527b@mail.hopehospice.org>,Phish,5,-1,50
<PCYKAUZPMARLZTMWJERNAQ@yahoo.com>,Phish,6,6,51
<20070102235527.9B15F6FA1C1@mail.example.org>,Phish,0,9,41
<200701030246.l032kHB13711@spam.thegeekempire.net>,Phish,0,9,41
<PSFSjn04x29xDbH8J0s000003ee@psfs.psdomain.net>,Phish,4,-1,46
<JUOYLFSOELPEQYASYHSOKWZL@charter.net>,Phish,18,21,21
<20070104112729.8F4F96FA1C1@mail.example.org>,Phish,43,-1,24
<IYOFOOCBHIZMGBCNJXXDXUOJ@yahoo.com>,Phish,6,6,51
<20070105090719.29038.qmail@pauillac.nexen.net>,Phish,13,-1,15
<20070105090205.24085.qmail@pauillac.nexen.net>,Phish,13,-1,15
<20070105223648.563DE6FA1A8@mail.example.org>,Phish,43,-1,24
<20070107082103.C386B6FA1A8@mail.example.org>,Phish,32,-1,11
<08623593.20020101000319@bsch.es>,Phish,30,-1,14
<20070108083710.23324.qmail@hopesjourney.org>,Phish,4,-1,26
<20070108104231.1AC28131FD0B@mail.example.org>,Phish,5,-1,50
<B0001403002@cmsweb2.nch.com>,Phish,12,22,63
<SFMINETbarVRdss4cnI00000491@mail.southernfood.net>,Phish,0,26,40
<003001c733d9$38217657$736464c0@soltani>,Phish,21,-1,14
<200701091337.l09DbEG02389@hosting4u.co.kr>,Phish,5,-1,27
<200701091429.l09ETCVt004236@web.nscgb.com>,Phish,4,-1,26
<200701091428375.SM01524@User>,Phish,6,-1,15
<200701091428375.SM01524@User>,Phish,6,-1,15
<200701091455671.SM01524@User>,Phish,6,-1,15
<20070109194193.SM02220@User>,Phish,6,-1,15
<SHU-EXCHySjWrywNIRt00000ee6@shu-exch.SHU.local>,Phish,6,6,51
<MAPLEyTzZ1XT9HdaUET000003d9@maple.forest>,Phish,0,-1,20
<20070110185114.32557131FDA4@mail.example.org>,Phish,4,-1,46
<dignitary@yahoo.com>,Phish,4,-1,26
<20070111035446.SM00892@User>,Phish,4,-1,26
<1168470949.143322.service@eBay.com>,Phish,14,-1,17
<FHSVR01MUCiIpzoDtLv00000d38@FHSVR01.futurehorizons-autism.local>,Phish,5,-1,27
<200701120120546.SM01716@User>,Phish,4,-1,26
<USESVRZd0488AqAYrGM00000f36@mail.usequitymortgage.com>,Phish,4,-1,26
<divisible@yahoo.com>,Phish,4,-1,44
<BGWXNUKMQRXJCBVXMLHTO@msn.com>,Phish,14,24,65
<TAFKINRPOSQKVCPCVDUG@msn.com>,Phish,14,24,65
<20070113104044.BDAA3131FB39@mail.example.org>,Phish,6,6,51
<200701110324765.SM01080@User>,Phish,5,-1,27
<20070115013227.03B6B134C06@S80473.unwirepark.com>,Phish,5,8,50
<20070115075730.7114B131FDCC@mail.example.org>,Phish,0,-1,20
<ester@yahoo.com>,Phish,27,28,56
<PYNDHHMIJLMPSPELOCPBD@verizon.net>,Phish,4,-1,46
<20070115164425.40E3D6FA1A8@mail.example.org>,Phish,32,-1,11
<WHFYKPVBUKFEPKEJORLAGNQCS@earthlink.net>,Phish,4,-1,46
<LZWMHTYCQFJYSVGKMDZOLQTP@verizon.net>,Phish,0,-1,20
<@earthlink.net>,Phish,6,6,51
<C1D24ABC.7BCD%user@example.com>,Phish,4,-1,26
<MASTERCRAFT01fqWcH800003f6d@mastercraft01.Mastercraft.Local>,Phish,6,6,51
<MNJSERVER8wcdZ06YO40000029b@mail.mnjtech.com>,Phish,14,-1,25
<CGY-EX2ZjGazDE7lk5E0000482a@Cgy-Ex2.Agatlabs.com>,Phish,10,-1,16
<HQGW955002MVFhIhVx00000305b@HQGW955002.azimnt.americanaffordablehomes.com>,Phish,0,26,40
<20070117042507.82BB1BB528@server63.ebyserver.de>,Phish,0,-1,41
<CITRIXSERVER0SYNIPu000001b8@citrixserver>,Phish,14,24,65
<20070117143019.501476FA1C1@mail.example.org>,Phish,13,-1,15
<03db343376c2e1b2e3d4f8f74737529b@e3slt.com>,Phish,14,24,65
<543f93e71471749d0b53d17452f8de8d@e3slt.com>,Phish,14,24,65
<E1H7RYW-0006VU-8i@svr01.netskin.net>,Phish,4,-1,26
<200701181439.l0IEdlC9032565@server1.sprycat.com>,Phish,5,-1,50
<HQGW955002GNuVZWGqj00003da2@HQGW955002.azimnt.americanaffordablehomes.com>,Phish,0,26,40
<20070119012809.C754B6FA1C4@mail.example.org>,Phish,32,-1,11
<brian@yahoo.com>,Phish,27,28,56
<20070119073837.28E484113D0@p15166517.pureserver.info>,Phish,0,-1,41
<SERVERgwiniMnmTZqTD00000c07@mail.beverlyfarm.org>,Phish,6,6,51
<20070120010906.31004A8875@WebServer.local>,Phish,4,-1,34
<1169304889.23738.qmail@eBay.com>,Phish,6,-1,17
<20070120013437.AA0E01580CE@harans.haracs.co.jp>,Phish,34,-1,45
<200701201116.l0KBG6RG012973@mail.kingbus.com.tw>,Phish,27,-1,20
<20070120135454.65B3DB483E@iote03.uninterventoriasena.com>,Phish,34,-1,45
<5A4D8B8D-6DEE-49C4-8684-9F04248D8832@gizmolabs.org>,Phish,6,-1,48
<20070120222627.A3D936FA1C7@mail.example.org>,Phish,43,-1,24
<20070118165194.SM00708@User>,Phish,12,22,63
<XZKOSIBWKTVFNIDUDNNYG@verizon.net>,Phish,6,6,52
<20070121175758.86AD3131F8D4@mail.example.org>,Phish,6,-1,51
<E1H8h7q-0007RS-1a@ns.waiphra.com>,Phish,18,-1,49
<20070121193850.440F26FA1A8@mail.example.org>,Phish,43,-1,24
<E1H8kH2-0007X8-54@server1.exservers.com>,Phish,4,-1,44
<JUFXENJOPQOTXBJEGXMXFKWEI@msn.com>,Phish,16,11,49
<8s$wzk8$$x59p-c-r1@gr3.g.8nkd>,Phish,27,-1,20
<@yahoo.com>,Phish,6,6,52
<nationwide@yahoo.com>,Phish,27,28,56
<1169466518.34213.qmail@eBay.com>,Phish,14,-1,17
<20070123051849.F273C131FADA@mail.example.org>,Phish,27,28,56
<20070123045123.56445B3C380@localhost>,Phish,0,26,40
<SERVERUKurw7OCvlwBx00000e14@server>,Phish,0,-1,20
<SERVERUKurw7OCvlwBx00000e14@server>,Phish,0,-1,20
<20070123130931.BF0F2BDFD85@localhost>,Phish,0,26,40
<20070123215646.0259D9E1B7@apache4.bluevisp.nl>,Phish,6,-1,30
<20070124023552.A918D6FA1C4@mail.example.org>,Phish,43,-1,24
<20070123211657.22611.qmail@mail.webxpress.hu:webxpress.hu>,Phish,6,-1,30
<20070124053706.BC86ABDEA@apache2.bluevisp.nl>,Phish,6,-1,30
<E1H9awn-0007pz-V3@unix9.vizawebserver.com>,Phish,6,-1,30
<20070124104224.8142031136A@server5.kundenserver5hsgbr.de>,Phish,4,-1,46
<@verizon.net>,Phish,6,6,51
<E1H9o1B-0006LA-RB@unix9.vizawebserver.com>,Phish,16,-1,49
<20070124215420.ELEW12496.fep04.xtra.co.nz@gillmans.co.nz>,Phish,16,-1,49
<DIALERpxgbWMgQ89vLU00000a39@dialer>,Phish,27,-1,56
<SNLCEHJHAQCWPKBPYRHAIOG@eBay.com>,Phish,6,6,51
<20070125010445.DE0CD6FA1A8@mail.example.org>,Phish,32,-1,11
<20070124190142.24465.qmail@mail.webxpress.hu:webxpress.hu>,Phish,16,-1,49
<20070125041315.A5877A831A@host.thaidoweb.com>,Phish,6,-1,15
<@yahoo.com>,Phish,4,-1,34
<20070125103929.55C026FA1C1@mail.example.org>,Phish,16,-1,49
<20070125211510.58DA66FA1CA@mail.example.org>,Phish,32,-1,11
<20070125223047.AEF13113FE6@dd2032.kasserver.com>,Phish,4,-1,34
<20070125233914.9B6A51BF02@lujan.uninet.edu>,Phish,12,22,63
<J-RIYXGZLLH5OPIYMFD00000407@j-riyxgzllh5opi>,Phish,27,-1,56
<E1HAGqM-00056X-JZ@ebru.winwebhosting.com>,Phish,4,-1,34
<E1HAK9k-0007t5-Vs@unix9.vizawebserver.com>,Phish,6,-1,30
<GTDVGIZTCJXFORTEOCVON@msn.com>,Phish,6,-1,30
<E1HAMEI-0002Qt-MV@unix9.vizawebserver.com>,Phish,6,-1,30
<WFZLTYQRFYMCWHDGJOMBAJQKR@eBay.com>,Phish,6,6,51
<B0009094596@sp.axd.com>,Phish,12,22,63
<EEGINQFVOEFVIUXUAWBGI@hotmail.com>,Phish,4,-1,44
<200701261023718.SM00912@User>,Phish,27,-1,20
<@verizon.net>,Phish,6,6,52
<SPRUDKTJEPBFLBKADNTYEYGB@msn.com>,Phish,16,-1,49
<B0009160627@sp.axd.com>,Phish,12,22,63
<1169764063.13922.qmail@>,Phish,4,-1,34
<AIS-SBS8wAddX47sFoa00000e92@aisparagon.com>,Phish,6,25,30
<20070127093408.C5FC66FA1C4@mail.example.org>,Phish,43,-1,24
<20070127051609.C30B4136B029@mail.dlf-spa.com>,Phish,4,-1,34
<EFSEXCHANGEktkpgnkT00000e00@efsexchange.efs.domain.com>,Phish,12,22,63
<HWKBDZHZGQLLOUJOVNKAUSZPE@eBay.com>,Phish,6,6,51
<20070127121443.20393.qmail@mail.webxpress.hu:webxpress.hu>,Phish,4,-1,26
<NNDLIZFBAHOQBEHUOCBSWWO@earthlink.net>,Phish,27,-1,20
<20070128151941.C89096FA1A8@mail.example.org>,Phish,32,-1,11
<20070127115550.17677.qmail@mail.webxpress.hu:webxpress.hu>,Phish,4,-1,26
<20070128140532.9B4B4157AD9F@mail.dlf-spa.com>,Phish,4,-1,34
<20070129020521.C44A16FA1A8@mail.example.org>,Phish,43,-1,24
<UEMBLSAJUHJTLSUKDKPQU@msn.com>,Phish,4,-1,46
<200701290727.l0T7RG4W032574@localhost.localdomain>,Phish,4,-1,46
<AJSERVERIfu4FbATcFZ000016af@mail.ajlog.com>,Phish,14,-1,17
<CRPDCr6wEDI2bLuUBZ5000000ba@commroof.com>,Phish,18,12,21
<200701291725.l0THPepo022711@nixzone.com>,Phish,16,-1,2
<2beb301574271934e674290f97872eab@www.priisa.info>,Phish,30,-1,14
<GKGIQZGMXFJXKUMXZQKTSOW@ebay.com>,Phish,14,-1,17
<YDVDGQJNBFSIUEILKLHRNHAH@msn.com>,Phish,35,-1,0
<SERVER2dk4RA59w1PAy0000068a@linsalata.com>,Phish,6,6,52
<SERVER2dk4RA59w1PAy0000068a@linsalata.com>,Phish,6,6,52
<20070130215417.9917E131FAF4@mail.example.org>,Phish,5,-1,50
<20070130220253.620CD6FA1C1@mail.example.org>,Phish,43,-1,24
<985507565.02470@servicet@regionsnet.com>,Phish,4,-1,26
<E1HC43n-0003sw-Ff@server021.webpack.hosteurope.de>,Phish,30,-1,14
<200701310215.l0V2FXc5011724@localhost.localdomain>,Phish,27,-1,20
<20070131142041.50F086FA1C7@mail.example.org>,Phish,43,-1,24
<SJZVBKTYLGXOYLWNQHEMRIYJ@comcast.net>,Phish,28,-1,34
<WILLIAM-KT39JIYxEfh00000b9b@william-kt39jiy>,Phish,16,-1,49
<MAILSERVERD5euwdUTa000013db@mail.arlenness.com>,Phish,4,-1,34
<SFYIWVNRYYDZYTBSQUKI@verizon.net>,Phish,15,29,2
<JHBGENDFOTPUGCVUBICNMCLE@hotmail.com>,Phish,27,-1,20
<ADDTECKabigPasSmz6U00000ab8@addteck>,Phish,4,-1,25
<5958968062.35993@servicet@paypal.com>,Phish,16,10,49
<PBJCPTVYRYPSNBCIKPSKMB@yahoo.com>,Phish,0,-1,20
<BCCDZAKBURGPYJLKIRFEK@eBay.co.uk>,Phish,14,-1,17
<200702021535.l12FZgKI015006@host101.host101-server.com>,Phish,6,6,51
<20070202213439.F37E06FA1C1@mail.example.org>,Phish,43,-1,24
<20070203014047.108C46FA1A8@mail.example.org>,Phish,32,-1,11
<20070203063659.64ACB131FBD2@mail.example.org>,Phish,4,-1,26
<20070203100957.8BC6EE41F0@virtualhosts.ari.es>,Phish,15,13,49
<SERVER1OCcUB5AyjgLj00000ad7@server1.tri-mar.net>,Phish,16,-1,49
<200702040252.l142q0BI002465@d565.asilefx.com>,Phish,6,6,51
<200702040456.l144uFIV029591@ns.jdesign-office.com>,Phish,4,-1,44
<QOWSBPQYSCWOKBQTCVKUZG@comcast.net>,Phish,5,-1,27
<SWYNJXADADUNYYPYELHJN@earthlink.net>,Phish,5,-1,27
<MAINLHVbxZXAoirK6Ut000006b9@main.hutchenspr.com>,Phish,6,6,52
<20070204144944.10FF16F3489@fileserver>,Phish,4,-1,26
<200702041146843.SM00548@User>,Phish,14,-1,17
<SERVER1X4D9JlyB3G49000003ec@server1.triplettwellman.com>,Phish,35,-1,0
<GSXSFOXUKRZSUEXQTHLI@yahoo.com>,Phish,16,-1,49
<YMEJDHZIBHTPWXKGIFOHZHQZO@charter.net>,Phish,6,6,52
<SBUXNCIOAEZGSAIVSRUSZWEN@charter.net>,Phish,6,6,52
<20070205151442.43F64131FD42@mail.example.org>,Phish,4,-1,34
<@msn.com>,Phish,4,27,26
<@aol.com>,Phish,4,27,26
<HPJDTZUJEIOLPXNKVTTP@gala.net>,Phish,5,-1,50
<WGNPVWIUYFVWNCEEXVBWWPTJA@yahoo.com>,Phish,6,6,52
<WSNEQPFQGCPAVAYZZISXUUPAZ@eBay.com>,Phish,14,-1,17
<001001c74a43$9b5a7750$04e53b3c@sm>,Phish,4,-1,34
<HOMEEXJZgh3rJVDVldV000039c3@homeex.homevalu.com>,Phish,6,6,51
<20070206153917.7F76B131FD2C@mail.example.org>,Phish,27,28,56
<20070206182250.AC8036FA1C1@mail.example.org>,Phish,43,-1,24
<NCZJQUFRHMQSOHAEEBPJZ@ncua.gov>,Phish,4,-1,25
<20070207015650.B9654131FC23@mail.example.org>,Phish,4,-1,26
<200702060828142.SM02924@User>,Phish,14,-1,30
<SBSGF03kKkqTgtoBjfg000009bf@sbsgf03.gt-forex.local>,Phish,6,6,52
<20070207101544.5B1B56FA1C1@mail.example.org>,Phish,32,-1,11
<BOR7mOuf0fLCBTQYIcV0000012f@bo>,Phish,4,27,26
<ADMINSERVqSOc7wo95E00000843@AdminServ.mainoffice.ifa-advice.com>,Phish,15,-1,2
<dalzell@yahoo.com>,Phish,4,-1,28
<20070208201707.19748131FC33@mail.example.org>,Phish,4,-1,34
<AFXEVXJHGNLTVFJMYTHGXBBTN@yahoo.com>,Phish,15,29,2
<VDHLOXFPOQQYDEWDPVKKII@yahoo.com>,Phish,15,29,2
<RHYOEHUPQELEAEITMXDEOWWX@ebay.com>,Phish,35,-1,0
<EXCHANGE3b6uIU1Gj030000023d@exchange.braga.cachapuz.com>,Phish,14,-1,17
<SVR-EXCHANGETN4McEv00000720@mail.hamiltonpark.com>,Phish,12,22,63
<1041074116-92658201@lessrain.com>,Phish,6,6,51
<HOMEEXTWpRnzh0Cpg0R000006d8@homeex.homevalu.com>,Phish,6,6,51
<dal-00$b$0dh8-i@vv3.9.9gq4>,Phish,4,-1,26
<200702100828.l1A8SNDs021701@mail.pump-filter.com.tw>,Phish,15,13,49
<20070209173806.CF42E361617@titan.rs-hosting.de>,Phish,4,-1,34
<20070209165441.4F9CACDF750@cedres.net>,Phish,16,-1,49
<20070210155621.SUKZ1547.ibm57aec.bellsouth.net@User>,Phish,18,-1,49
<SERVERBK1CRwFRftQqF000001a2@tidanusa.com>,Phish,6,6,52
<KEELERMAIL98KtdhQYZ000000a3@keelermail.keeler.com>,Phish,6,6,51
<20070210221951.C657B6FA1C1@mail.example.org>,Phish,43,-1,24
<20070211033552.A28816FA1A8@mail.example.org>,Phish,32,-1,11
<20070211054748.8752885A03@ct-works.com>,Phish,15,13,49
<200702110441265.SM02264@WINSERVER.ezonauto.com>,Phish,18,-1,21
<9u-k8$8$zq-r41$wdq5h@drcskab>,Phish,4,-1,26
<UZLFBXQIQPRIOKDOZTSRCW@msn.com>,Phish,16,-1,49
<KODXWPUIALGBVQSPYKATDN@aol.com>,Phish,16,-1,49
<HAMMERhzL1f6Ykwn9Wg000000fc@tedsconstruction.com>,Phish,0,26,40
<LISNORXNHZUBMRCEGACWVLXV@aol.com>,Phish,16,-1,58
<20070212010518.51D4A131FD8A@mail.example.org>,Phish,0,26,40
<20070212150757.DFEB9131FD87@mail.example.org>,Phish,4,-1,28
<200702121809.l1CI9NoD024781@lechuck.sytes.net>,Phish,15,-1,2
<200702121901.l1CJ1e3I011699@localhost.localdomain>,Phish,4,27,26
<EV1SERVE-WPQWOA70ya0000355c@EV1SERVE-WPQWOA.eelectronics.com>,Phish,4,-1,28
<7486250.32XXT279542k@gurlmail.com>,Phish,30,-1,14
<20070212161814.8E7828803A8F@crownprepress>,Phish,4,-1,34
<5566OVFLXCH02jzpDr3000004c1@5566ovflxch02.gatorplanet.com>,Phish,6,6,51
<E1HGmOx-00005i-Np@burns.cs.uni-potsdam.de>,Phish,30,-1,14
<20070213000015.5EDFD25C7BA@iksadosgtc.lt>,Phish,15,-1,2
<SPO-SERVERSxt6ODV5i00001878@sampsons.com>,Phish,6,6,51
<20070212153249.28879.qmail@ffmailsvr.ffjt.com>,Phish,0,9,41
<ACSSERVERLDp7mvjkO20000035d@800theface.com>,Phish,12,22,63
<20070213104648.5CF6088CF383@crownprepress>,Phish,4,-1,34
<200702130750262.SM00440@User>,Phish,14,-1,17
<E1HH1Wx-0008UY-6B@server.mh-zelus.com>,Phish,4,-1,26
<20070213223038.0F2F7131F8FA@mail.example.org>,Phish,6,6,52
"<RVWGCZRKFCQWFCRMGZTZOKNI@yahoo.com , aol.com>",Phish,16,-1,49
<LENOVOzscE8NpqhNPPz00000057@lenovo>,Phish,16,-1,21
<TWTSERVER1Q3OBaxSlj0000136f@tennesseewire.com>,Phish,4,-1,28
<20070214150546.632CE131FE1E@mail.example.org>,Phish,4,-1,28
<20070214152935.BA3C4131FE06@mail.example.org>,Phish,4,-1,28
<GUARD-MUQWXPTMLw8lO0000084e@guard-muqwxptml>,Phish,18,30,49
<E1HHQHH-0005u9-Pw@burns.cs.uni-potsdam.de>,Phish,30,-1,14
<SERVER2000ngL6wxvw000004cf6@server2000.struct-engr.com>,Phish,18,30,49
<DHXFCNLLGWUHMFCPOKFCVMHCZ@charter.net>,Phish,14,-1,17
<hu6m2l--lkf87y-8$0p$g$-$b0u-9@ei1ng.1vh7>,Phish,4,-1,34
<20070215040831.31E1F1C2E1@lujan.uninet.edu>,Phish,35,-1,0
<20070215042806.912841B3E4D94621@visa.com>,Phish,4,-1,34
<UPGZKXXPFCMIBLKRHHPZRY@aol.com>,Phish,16,-1,58
<20070215200143.D546D131FA89@mail.example.org>,Phish,6,-1,15
<20070216004936.001F76FA1A8@mail.example.org>,Phish,9,-1,11
<20070216131001.AA294131FB77@mail.example.org>,Phish,14,-1,17
<20070216174026.2D8C46FA1A8@mail.example.org>,Phish,15,19,2
<20070213121320.29604.qmail@flexid1851.flexservers.com>,Phish,15,-1,2
<20070216175240.A90A16FA1C6@mail.example.org>,Phish,32,-1,11
<20070213131655.26178.qmail@mediart.trendcom.it>,Phish,15,-1,2
<200702161317539.SM00936@User>,Phish,12,22,63
<SOLCMLYOUWRKDKTEMWKZCWTFP@verizon.net>,Phish,4,-1,26
<200702171229325.SM02772@User>,Phish,0,26,40
<20070217235754.722A5131FA91@mail.example.org>,Phish,4,-1,34
<200702161355788.SM01752@test>,Phish,6,6,52
<BILL1OcFRl8IqADUgNS000024cd@bill1>,Phish,15,-1,2
<MSDCAHxNzFiPNl4iZWw00000401@MSDC.mshl.local>,Phish,15,-1,16
<JCMAIL01KxQ6kMQGZCU000084b7@jcmail01.jaggedcrossing.com>,Phish,5,-1,50
<20070219125115.C0EFE131FD65@mail.example.org>,Phish,16,-1,49
<JCMAIL01GdOZofu45Xi00008675@jcmail01.jaggedcrossing.com>,Phish,5,-1,27
<SZPLHCTIULQKVHOKINEATJJ@aol.com>,Phish,33,16,31
<KWICXDEYCQROXCCCBGCSHSL@aol.com>,Phish,16,-1,58
<020928728.20070219162449@gruposantander.es>,Phish,30,-1,14
<34813405.20070219094512@gruposantander.es>,Phish,30,-1,14
<amtrak@yahoo.com>,Phish,4,-1,28
<20070219163040.9DBF0131FD47@mail.example.org>,Phish,4,-1,34
<NETSERVER7Qy7Pmgd3s000002cf@netserver.sgah.org.pk>,Phish,18,30,49
<WISCONSINlwmlZBv9ni000003cf@Wisconsin.FileImageServices.local>,Phish,5,-1,50
<CGRWHEQDSQDSDSMIMXPEXL@hotmail.com>,Phish,15,29,2
<VNVZWTUEHTJXSUKPOSQTZYUS@verizon.net>,Phish,15,29,2
<MAILHOSTQwSEFLibtNT00000486@mailhost.ethiprint.local>,Phish,18,30,49
<QJJAYQDUHCNDHZBRAPRTW@aol.com>,Phish,15,29,2
<0749117343.20060315105857@citibusinessonline.com>,Phish,4,-1,34
<KPZWPSPTKNJVORRDNOAQANCJA@verizon.net>,Phish,6,6,52
<20070220185256.SM02852@User>,Phish,15,4,2
<01c75590$c0f3e750$6c822ecf@ojdmrex>,Phish,30,-1,14
<20070221120358.446AD6FA1C1@mail.example.org>,Phish,32,-1,11
<YXANTDEHBTLQQHZJANFSK@verizon.net>,Phish,15,29,2
<GHMSERVERvGpG1g86uu00000d8a@grayhairmanagement.com>,Phish,27,-1,56
<20070221141349.9FA8C17BBB7@graphserv.com>,Phish,7,-1,7
<94618313.20070221232449@paypal.com>,Phish,15,-1,2
<ENGRDEMO28kIN4MmXKC00000325@engrdemo.PAULWENSLEY.COM>,Phish,12,22,63
<SERVER1r3SU0hXCRQcq0000019b@leestaffing.com>,Phish,4,-1,46
<LDERPNVTADNRUGBOOFIIBVRJ@comcast.net>,Phish,15,29,2
<SBSERVERix1UsHipF1y00000443@mail.studiow.com>,Phish,6,-1,0
<200702230533.l1N5XQvt028067@piedmontlumber.com>,Phish,18,12,21
<DZ1NOuRc6BqL7gBt7B7000003a8@dz1.utahwisp.com>,Phish,4,-1,46
<DGASIDC0KLpgTFur2iz00001c88@dgasidc0.csqrd.com>,Phish,5,-1,27
<200702230929249.SM01228@User>,Phish,12,22,63
<6Uarc4-8Up27M-L2@cpanel.error> ,Phish,17,-1,53
<@comcast.net>,Phish,0,26,40
<20070224155020.78B151C2CF@lujan.uninet.edu>,Phish,12,22,63
<MAILSERVER42NXHwGrR00000593@mailserver.mail.wanshih.com>,Phish,6,6,52
<20070225110707.E19C16FA1A8@mail.example.org>,Phish,43,-1,24
<JBLZXGKBSOQXVDKZBRVKIR@charter.net>,Phish,16,-1,58
<CORREOEXCHANGEkEPF3000001db@rubisr.com>,Phish,6,6,52
<v1AkH4-c1GzF4-Kp@cpanel.error> ,Phish,17,-1,9
<93659079.20070226032450@ebay.com>,Phish,13,-1,15
<200702261401.l1QE1x607454@hawk.vispa.com>,Phish,15,-1,20
<20070227000026.D0EAA131FAF8@mail.example.org>,Phish,0,26,40
<20070227133752.88B08131FC7D@mail.example.org>,Phish,5,-1,27
<20070227135834.1D6F3131F932@mail.example.org>,Phish,4,-1,28
<20070227150002.99B49131FBE6@mail.example.org>,Phish,4,-1,28
<7D6A.A7EB.93.805@dg.net>,Phish,7,-1,56
<20070227190016.F30DF131FCCB@mail.example.org>,Phish,10,-1,16
<20070227222639.3CC94131FAD3@mail.example.org>,Phish,15,-1,20
<ZWAYAECSDZYWZOMDKIBPGPQ@msn.com>,Phish,4,-1,46
<ECSERVER4XHPbXfsP9v000020f7@ecserver.eisenbergcompany.com>,Phish,4,-1,28
<SATURNZKY1d66HcASHM0000113b@saturn.hglit.com>,Phish,4,-1,46
<20070228102300.0CB40131FAC8@mail.example.org>,Phish,27,-1,20
<20070228112253.68869131FB0A@mail.example.org>,Phish,6,6,52
<PHNQBKXKIZWJXCHSZCENGIP@charter.net>,Phish,27,-1,20
<200703010350.l213osSi016187@smtp.bauhinialtd.com.hk>,Phish,6,6,52
<20070301054628.D3A47131FB57@mail.example.org>,Phish,27,-1,20
<BSJBRUYWACTPKBQVLHPWTQ@comcast.net>,Phish,15,29,2
<20070301161046.862941BEA7@lujan.uninet.edu>,Phish,4,-1,28
<200703011443347.SM01904@User>,Phish,4,-1,46
<WZTDFZLBPBGGYBOAZUBXN@charter.net>,Phish,15,29,2
<20070302090814.285756FA1A8@mail.example.org>,Phish,43,-1,24
